word,prob,result
civil,0.30646809935569763,0.0
civility,0.0,0.0
civilization,0.30646809935569763,0.0
claim,0.30646809935569763,0.0
claimant,0.30646809935569763,0.0
claimants,0.392903208732605,0.0
claimed,0.30646809935569763,0.0
claiming,0.0,0.0
claims,0.0,0.0
claire,0.0,0.0
clamp,0.0,0.0
clarence,0.0,0.0
clarify,0.0,0.0
clarity,0.5815575122833252,1.0
class,0.5815575122833252,1.0
classical,0.30646809935569763,0.0
classicalmusic,0.0,0.0
classmates,0.0,0.0
clause,0.0,0.0
clean,0.0,0.0
cleaning,0.0,0.0
clear,0.8998252153396606,1.0
clearer,0.0,0.0
clearly,0.30646809935569763,0.0
clears,0.30646809935569763,0.0
clergyman,0.0,0.0
clerk,0.30646809935569763,0.0
click,0.0,0.0
clients,0.39695629477500916,0.0
climate,0.0,0.0
